Secret/ConfigMap,Name,Namespace,Data Fields,Validity (years),Actual Expiry,Fingerprint,Managed Status,Managed Details,Relevant Annotations,OC Describe Command,OpenSSL Command
secret,serving-cert,openshift-console-operator,"tls.crt,tls.key",2,Jul  5 18:48:33 2027 GMT,58574C4254859634E38A64D4E8D35D35E8DE1C0E67AD56A6902EF6D36BFFFA9B,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-console-operator serving-cert,"oc get secret -n openshift-console-operator serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,console-serving-cert,openshift-console,"tls.crt,tls.key",2,Jul  5 18:51:50 2027 GMT,24D6ECDEE73F86B5F502792CD71D81B415422EE6BFB8726F568AD0848E034031,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-console console-serving-cert,"oc get secret -n openshift-console console-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-controller-manager-operator-serving-cert,openshift-controller-manager-operator,"tls.crt,tls.key",2,Jul  5 18:38:03 2027 GMT,6DB0EE730955082C12782947911E2390823C93E7D83B1B6BC839BAEFBCCD9E0B,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-controller-manager-operator openshift-controller-manager-operator-serving-cert,"oc get secret -n openshift-controller-manager-operator openshift-controller-manager-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,serving-cert,openshift-controller-manager,"tls.crt,tls.key",2,Jul  5 18:38:03 2027 GMT,075C223BCDE8B23CADDB4AA3D29DFE90C48B995B9F20A16D879304FCD4F734CB,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-controller-manager serving-cert,"oc get secret -n openshift-controller-manager serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,metrics-tls,openshift-dns-operator,"tls.crt,tls.key",2,Jul  5 18:38:04 2027 GMT,25AE41696CC5C584214D4F1BBC5D7DB1A8D251E9589A2388A031EC72DEDEE6F3,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-dns-operator metrics-tls,"oc get secret -n openshift-dns-operator metrics-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,dns-default-metrics-tls,openshift-dns,"tls.crt,tls.key",2,Jul  5 18:38:20 2027 GMT,AC6C25118B968455C6C6C4826D01690B45857BC8CE3D26773E6D88BA6DBA9A9E,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-dns dns-default-metrics-tls,"oc get secret -n openshift-dns dns-default-metrics-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-client,openshift-etcd-operator,"tls.crt,tls.key",3,Jul  4 18:28:25 2028 GMT,03D065F0C39A68B7146AE303A19D6F954B5517F48B5D0F93FD77FD445CF0C392,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd-operator etcd-client,"oc get secret -n openshift-etcd-operator etcd-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-metric-client,openshift-etcd-operator,"tls.crt,tls.key",3,Jul  4 18:28:25 2028 GMT,67012391BFE767EA370E6FA52279F892D1D450D9AAECF96D615241248458EB54,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd-operator etcd-metric-client,"oc get secret -n openshift-etcd-operator etcd-metric-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-operator-serving-cert,openshift-etcd-operator,"tls.crt,tls.key",2,Jul  5 18:38:05 2027 GMT,AFC054EC9E4280562C5C13975FA762D0CA3B59B0FA7852156C75EF85AD2E7F3B,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-etcd-operator etcd-operator-serving-cert,"oc get secret -n openshift-etcd-operator etcd-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-client,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:28:25 2028 GMT,03D065F0C39A68B7146AE303A19D6F954B5517F48B5D0F93FD77FD445CF0C392,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-client,"oc get secret -n openshift-etcd etcd-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-metric-client,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:28:25 2028 GMT,67012391BFE767EA370E6FA52279F892D1D450D9AAECF96D615241248458EB54,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-metric-client,"oc get secret -n openshift-etcd etcd-metric-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-metric-signer,openshift-etcd,"tls.crt,tls.key",5,Jul  4 18:28:25 2030 GMT,6A95E572A046790A2D3F7EC492DB76555A529BA53E6D8EB491CD00875DC6F41A,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2030-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-etcd etcd-metric-signer,"oc get secret -n openshift-etcd etcd-metric-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-peer-node41.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:09 2028 GMT,396EB59EDF7FF748C1A3C4E97029C0DB6432C05E78EF3E0AF99FB126DEFAAA80,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:08Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:09Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-peer-node41.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-peer-node41.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-peer-node42.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:53:39 2028 GMT,4A51A1681C9B56C6D234235D880D700453A1D4A2B1ABD19A20157EF03BF2A9FF,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:53:38Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:53:39Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-peer-node42.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-peer-node42.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-peer-node43.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:04 2028 GMT,063DC47BC3420D2AADB0A1B5612B5485C46D96227F2CACC87452D5E6685FD5F3,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:03Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:04Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-peer-node43.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-peer-node43.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-metrics-node41.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:11 2028 GMT,840FF25D7762006BEBAD559C0CB089A55C7EFF77138626BA169295174B908916,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:10Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:11Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-metrics-node41.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-metrics-node41.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-metrics-node42.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:53:46 2028 GMT,768FE7F5E2A1B810DE8A67C288B8210278CF052098986990080F7B9531EADBEA,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:53:45Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:53:46Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-metrics-node42.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-metrics-node42.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-metrics-node43.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:08 2028 GMT,92AC629062E7118EDDB23177159A923047A8A810C0DF8A8232B149AB4C931E6C,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-metric-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:07Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:08Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-metrics-node43.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-metrics-node43.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-node41.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:10 2028 GMT,93B6AAE0388E5A30AEE5FCFA68DEBC6B3BF63952171E4E5E00FE7F6AAB12744E,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:09Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:10Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-node41.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-node41.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-node42.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:53:43 2028 GMT,2656CE1D6F867C2571E5D5B199BED380259DD94EB6A8D7F0716EE221A244F3A6,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:53:42Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:53:43Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-node42.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-node42.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-serving-node43.pm-cluster.pemlab.rdu2.redhat.com,openshift-etcd,"tls.crt,tls.key",3,Jul  4 18:38:06 2028 GMT,956FD6A5B26F6DD1DF76CF2047549C028B6FB0C6A3E3A98F57F196D6C87E5CFA,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:38:05Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:38:06Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-etcd etcd-serving-node43.pm-cluster.pemlab.rdu2.redhat.com,"oc get secret -n openshift-etcd etcd-serving-node43.pm-cluster.pemlab.rdu2.redhat.com -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-signer,openshift-etcd,"tls.crt,tls.key",5,Jul  4 18:28:24 2030 GMT,40D90D3EF2229E27782396B6ED30D4361631A4F4D7AA7D7904DB62F5B0654855,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:23Z;auth.openshift.io/certificate-not-after: 2030-07-04T18:28:24Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-etcd etcd-signer,"oc get secret -n openshift-etcd etcd-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,serving-cert,openshift-etcd,"tls.crt,tls.key",2,Jul  5 18:38:05 2027 GMT,0835CEE425EC6E71F8CE93DF00E7E16BC88D30F977E24B9A4069F13211B3963D,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-etcd serving-cert,"oc get secret -n openshift-etcd serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,frr-k8s-certs-secret,openshift-frr-k8s,"tls.crt,tls.key",2,Jul  7 13:34:00 2027 GMT,1BC6D6F6536FF0BC9EE854BD4B07D5E520DB7C4CB54DDD751496B9F0E7FF8A25,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-frr-k8s frr-k8s-certs-secret,"oc get secret -n openshift-frr-k8s frr-k8s-certs-secret -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,frr-k8s-webhook-server-cert,openshift-frr-k8s,"tls.crt,tls.key",2,Jul  7 13:34:01 2027 GMT,A3C76AEE51F0EC03D2C610A099823E866BEE2F05B8B5AA40BD49E3EF9D7F5952,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-frr-k8s frr-k8s-webhook-server-cert,"oc get secret -n openshift-frr-k8s frr-k8s-webhook-server-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,image-registry-operator-tls,openshift-image-registry,"tls.crt,tls.key",2,Jul  5 18:38:06 2027 GMT,AE55F853188FDC2F43A526416684D17E55F5241553C8B341E69A6E206AD85C1A,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-image-registry image-registry-operator-tls,"oc get secret -n openshift-image-registry image-registry-operator-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,canary-serving-cert,openshift-ingress-canary,"tls.crt,tls.key",2,Jul  5 18:47:29 2027 GMT,3E66DD3BE525919C64BBDD31A3748289FF7C716836D6201227674539E22F0ED1,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-ingress-canary canary-serving-cert,"oc get secret -n openshift-ingress-canary canary-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,metrics-tls,openshift-ingress-operator,"tls.crt,tls.key",2,Jul  5 18:38:05 2027 GMT,C31209AFA35F0CAAE1AFE489A8B01F27380DED2567849EFA3F2FDE8B6E1E7CCB,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-ingress-operator metrics-tls,"oc get secret -n openshift-ingress-operator metrics-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,router-ca,openshift-ingress-operator,"tls.crt,tls.key",2,Jul  5 18:38:17 2027 GMT,B288C44E76A835120205C4250FF387D00C0E7104DA86CAD0FF2839A3B288315B,Platform-Managed (Auto-Rotated),Issuer: CN=ingress-operator@1751740697,,oc describe secret -n openshift-ingress-operator router-ca,"oc get secret -n openshift-ingress-operator router-ca -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,router-certs-default,openshift-ingress,"tls.crt,tls.key",2,Oct  9 08:29:51 2027 GMT,21D8DD035024ED595EA3C3CD4C302FEA3B3D4DFAF20346FB04C02179DF4D3E2E,Platform-Managed (Auto-Rotated),Issuer: CN=ingress-operator@1751740697,,oc describe secret -n openshift-ingress router-certs-default,"oc get secret -n openshift-ingress router-certs-default -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,router-metrics-certs-default,openshift-ingress,"tls.crt,tls.key",2,Jul  5 18:38:20 2027 GMT,EAE021E3944347517D3872362A680A2C73C82B7B5195A40617D5533C6071DD3F,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-ingress router-metrics-certs-default,"oc get secret -n openshift-ingress router-metrics-certs-default -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,insights-runtime-extractor-tls,openshift-insights,"tls.crt,tls.key",2,Jul  5 18:38:36 2027 GMT,735CD931C20DD85EA12784705FEF5DB121915C0D9F27B47B40538934593D5EB9,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-insights insights-runtime-extractor-tls,"oc get secret -n openshift-insights insights-runtime-extractor-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-insights-serving-cert,openshift-insights,"tls.crt,tls.key",2,Jul  5 18:38:06 2027 GMT,DAF1F0F347B9F3E3FC5AF4BDEFF8A7399AB7F833689AA313335DCFF85D46178D,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-insights openshift-insights-serving-cert,"oc get secret -n openshift-insights openshift-insights-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,aggregator-client-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",0,Nov 18 13:12:26 2025 GMT,E9EE4CAE955C49F66AAAF46FB4B8946C8036283C41939EE6A05B74FA76EA2053,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_aggregator-client-signer@1760879546,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-10-19T13:12:25Z;auth.openshift.io/certificate-not-after: 2025-11-18T13:12:26Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-kube-apiserver-operator aggregator-client-signer,"oc get secret -n openshift-kube-apiserver-operator aggregator-client-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-apiserver-operator-serving-cert,openshift-kube-apiserver-operator,"tls.crt,tls.key",2,Jul  5 18:38:06 2027 GMT,4A9317B68BBF1D288A0CAA354E5C1B01CEEF6A71970296FFF8270326C63717E3,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-kube-apiserver-operator kube-apiserver-operator-serving-cert,"oc get secret -n openshift-kube-apiserver-operator kube-apiserver-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-apiserver-to-kubelet-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",1,Oct  3 17:59:33 2026 GMT,CD7BA5EE92EE2D7CEBEE575797419D4CC905BEE64C113B4F70C77E12B03717AD,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_kube-apiserver-to-kubelet-signer@1759514373,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-10-03T17:59:32Z;auth.openshift.io/certificate-not-after: 2026-10-03T17:59:33Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-kube-apiserver-operator kube-apiserver-to-kubelet-signer,"oc get secret -n openshift-kube-apiserver-operator kube-apiserver-to-kubelet-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,kube-control-plane-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",0,Dec  2 17:59:33 2025 GMT,D8F4B5EC0DF88254179699BBA4D3C95CB641079E82467448445654F23C0FD52B,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_kube-control-plane-signer@1759514373,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-10-03T17:59:32Z;auth.openshift.io/certificate-not-after: 2025-12-02T17:59:33Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-kube-apiserver-operator kube-control-plane-signer,"oc get secret -n openshift-kube-apiserver-operator kube-control-plane-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,loadbalancer-serving-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",10,Jul  3 17:59:03 2035 GMT,7050F9952D6F9DA52D0994ACE08BEBB5FAB78B467734ACEBAAC684D3F411A469,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-apiserver-lb-signer",openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-07-05T17:59:03Z;auth.openshift.io/certificate-not-after: 2035-07-03T17:59:03Z,oc describe secret -n openshift-kube-apiserver-operator loadbalancer-serving-signer,"oc get secret -n openshift-kube-apiserver-operator loadbalancer-serving-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,localhost-recovery-serving-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",10,Jul  3 18:37:56 2035 GMT,9D042584C7DF69D0E7C703F8F526B71CE18B6FD5B2A2C63629D906A0E5DE8A29,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_localhost-recovery-serving-signer@1751740676,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-07-05T18:37:55Z;auth.openshift.io/certificate-not-after: 2035-07-03T18:37:56Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-kube-apiserver-operator localhost-recovery-serving-signer,"oc get secret -n openshift-kube-apiserver-operator localhost-recovery-serving-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,localhost-serving-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",10,Jul  3 17:59:02 2035 GMT,420C01BDD3C9AC0D6DBA3A604F2860EEA1ECECA75B6D8F54E2DB079D3AA1015D,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-apiserver-localhost-signer",openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-07-05T17:59:02Z;auth.openshift.io/certificate-not-after: 2035-07-03T17:59:02Z,oc describe secret -n openshift-kube-apiserver-operator localhost-serving-signer,"oc get secret -n openshift-kube-apiserver-operator localhost-serving-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-system-admin-client,openshift-kube-apiserver-operator,"tls.crt,tls.key",0,Jul  5 18:37:56 2026 GMT,3052CAB81C217997816C2246AD82077C255411DF10761624B17676D67901E2DE,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_node-system-admin-signer@1751740675,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-10-03T18:39:33Z;auth.openshift.io/certificate-not-after: 2026-07-05T18:37:56Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-kube-apiserver-operator node-system-admin-client,"oc get secret -n openshift-kube-apiserver-operator node-system-admin-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-system-admin-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",1,Jul  5 18:37:56 2026 GMT,DF75C8B08B0A71E87F29683B1B83F0B600955B9B2B9DDABEB1185B1E960CE3B7,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-kube-apiserver-operator_node-system-admin-signer@1751740675,openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-07-05T18:37:55Z;auth.openshift.io/certificate-not-after: 2026-07-05T18:37:56Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-kube-apiserver-operator node-system-admin-signer,"oc get secret -n openshift-kube-apiserver-operator node-system-admin-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,service-network-serving-signer,openshift-kube-apiserver-operator,"tls.crt,tls.key",10,Jul  3 17:59:03 2035 GMT,DFF0059F2DBBF6A7797414C51FFFE38BC5D7DB949CFA2EF9D68BFA60BD25C3F3,Platform-Managed (Auto-Rotated),"Issuer: OU=openshift, CN=kube-apiserver-service-network-signer",openshift.io/owning-component: kube-apiserver;auth.openshift.io/certificate-not-before: 2025-07-05T17:59:03Z;auth.openshift.io/certificate-not-after: 2035-07-03T17:59:03Z,oc describe secret -n openshift-kube-apiserver-operator service-network-serving-signer,"oc get secret -n openshift-kube-apiserver-operator service-network-serving-signer -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
